note_id,deal_id,account_id,note_date,note_text
N01796,D01005,A00651,2025-08-31,Prospect liked the product but said Adobe Express has stronger template variety.
N01797,D01005,A00651,2025-08-21,Deal slowed after prospect compared collaboration features with Adobe Express.
N01798,D01006,A00952,2026-01-28,Deal slowed after prospect compared collaboration features with Figma.
N01799,D01006,A00952,2026-01-11,Deal slowed after prospect compared collaboration features with Figma.
N01800,D01006,A00952,2026-01-23,Deal slowed after prospect compared collaboration features with Figma.
N01801,D01007,A01863,2025-06-15,Customer raised concerns that Figma is already adopted by the team.
N01802,D01008,A01194,2025-01-24,Team liked the ease of onboarding and quick time to value.
N01803,D01008,A01194,2025-01-19,Customer responded well to collaboration features and ease of use.
N01804,D01008,A01194,2025-02-09,Prospect liked the template library and fast export workflow.
N01805,D01009,A01063,2026-03-04,Prospect liked the product but said Canva has stronger template variety.
N01806,D01009,A01063,2026-03-21,Deal slowed after prospect compared collaboration features with Canva.
N01807,D01009,A01063,2026-03-23,Prospect liked the product but said Canva has stronger template variety.
N01808,D01010,A00069,2025-09-18,Team liked the ease of onboarding and quick time to value.
N01809,D01011,A01260,2025-11-04,Prospect liked the product but said Canva has stronger template variety.
N01810,D01011,A01260,2025-11-01,Customer raised concerns that Canva is already adopted by the team.
N01811,D01011,A01260,2025-10-30,Prospect liked the product but said Canva has stronger template variety.
N01812,D01012,A01584,2025-02-05,Prospect liked the product but said Canva has stronger template variety.
N01813,D01013,A00381,2026-02-02,Deal slowed after prospect compared collaboration features with Canva.
N01814,D01013,A00381,2026-02-05,Deal slowed after prospect compared collaboration features with Canva.
N01815,D01014,A00057,2025-12-16,Customer raised concerns that Canva is already adopted by the team.
N01816,D01014,A00057,2025-12-29,Customer raised concerns that Canva is already adopted by the team.
N01817,D01015,A01301,2025-01-24,Prospect liked the product but said Canva has stronger template variety.
N01818,D01016,A00850,2025-08-12,Prospect said onboarding seemed harder than expected for their team.
N01819,D01016,A00850,2025-08-15,Prospect said onboarding seemed harder than expected for their team.
N01820,D01016,A00850,2025-08-12,Prospect said onboarding seemed harder than expected for their team.
N01821,D01017,A01123,2025-10-05,Customer responded well to collaboration features and ease of use.
N01822,D01017,A01123,2025-09-26,Team liked the ease of onboarding and quick time to value.
N01823,D01018,A00916,2025-10-10,Prospect liked the template library and fast export workflow.
N01824,D01018,A00916,2025-10-04,Prospect liked the template library and fast export workflow.
N01825,D01019,A01551,2025-02-22,Prospect liked the product but said Figma has stronger template variety.
N01826,D01019,A01551,2025-03-05,Deal slowed after prospect compared collaboration features with Figma.
N01827,D01020,A00325,2025-02-25,Team liked the ease of onboarding and quick time to value.
N01828,D01020,A00325,2025-03-01,Customer responded well to collaboration features and ease of use.
N01829,D01021,A00461,2025-11-23,Customer responded well to collaboration features and ease of use.
N01830,D01021,A00461,2025-12-12,Prospect liked the template library and fast export workflow.
N01831,D01022,A00179,2025-01-30,Prospect liked the template library and fast export workflow.
N01832,D01023,A00844,2025-06-01,Prospect liked the product but said Adobe Express has stronger template variety.
N01833,D01023,A00844,2025-05-28,Prospect liked the product but said Adobe Express has stronger template variety.
N01834,D01023,A00844,2025-05-14,Prospect liked the product but said Adobe Express has stronger template variety.
N01835,D01024,A00574,2025-03-06,Prospect said onboarding seemed harder than expected for their team.
N01836,D01024,A00574,2025-02-23,Prospect said onboarding seemed harder than expected for their team.
N01837,D01024,A00574,2025-02-10,Prospect said onboarding seemed harder than expected for their team.
N01838,D01025,A00119,2025-08-28,Deal slowed after prospect compared collaboration features with Adobe Express.
N01839,D01026,A01493,2025-07-22,Team liked the ease of onboarding and quick time to value.
N01840,D01026,A01493,2025-08-12,Prospect liked the template library and fast export workflow.
N01841,D01027,A00549,2025-08-31,Deal slowed after prospect compared collaboration features with Adobe Express.
N01842,D01027,A00549,2025-08-24,Deal slowed after prospect compared collaboration features with Adobe Express.
N01843,D01028,A00646,2025-03-02,Team liked the ease of onboarding and quick time to value.
N01844,D01028,A00646,2025-03-02,Buyer saw strong value in the AI-assisted design tools.
N01845,D01029,A01479,2025-07-26,Customer raised concerns that Piktochart is already adopted by the team.
N01846,D01029,A01479,2025-08-15,Prospect liked the product but said Piktochart has stronger template variety.
N01847,D01030,A00026,2025-12-11,Customer responded well to collaboration features and ease of use.
N01848,D01030,A00026,2025-12-28,Customer responded well to collaboration features and ease of use.
N01849,D01030,A00026,2026-01-02,Customer responded well to collaboration features and ease of use.
N01850,D01031,A01514,2025-09-07,Customer raised concerns that Piktochart is already adopted by the team.
N01851,D01031,A01514,2025-08-31,Deal slowed after prospect compared collaboration features with Piktochart.
N01852,D01031,A01514,2025-08-09,Deal slowed after prospect compared collaboration features with Piktochart.
N01853,D01032,A01032,2026-02-06,Team liked the ease of onboarding and quick time to value.
N01854,D01032,A01032,2026-02-15,Team liked the ease of onboarding and quick time to value.
N01855,D01032,A01032,2026-02-28,Buyer saw strong value in the AI-assisted design tools.
N01856,D01033,A00969,2025-03-21,Buyer mentioned pricing pressure and unclear ROI during evaluation.
N01857,D01033,A00969,2025-03-20,Prospect said onboarding seemed harder than expected for their team.
N01858,D01034,A01540,2026-02-12,Customer responded well to collaboration features and ease of use.
N01859,D01034,A01540,2026-02-19,Customer responded well to collaboration features and ease of use.
N01860,D01034,A01540,2026-02-12,Customer responded well to collaboration features and ease of use.
N01861,D01035,A00533,2025-10-02,Team liked the ease of onboarding and quick time to value.
N01862,D01035,A00533,2025-09-19,Team liked the ease of onboarding and quick time to value.
N01863,D01035,A00533,2025-09-29,Buyer saw strong value in the AI-assisted design tools.
N01864,D01036,A01951,2025-02-07,Customer raised concerns that Piktochart is already adopted by the team.
N01865,D01036,A01951,2025-01-25,Deal slowed after prospect compared collaboration features with Piktochart.
N01866,D01037,A00149,2025-12-14,Deal slowed after prospect compared collaboration features with Canva.
N01867,D01038,A01512,2025-04-15,Customer raised concerns that Adobe Express is already adopted by the team.
N01868,D01038,A01512,2025-03-28,Prospect liked the product but said Adobe Express has stronger template variety.
N01869,D01038,A01512,2025-04-11,Customer raised concerns that Adobe Express is already adopted by the team.
N01870,D01039,A01049,2025-07-20,Buyer saw strong value in the AI-assisted design tools.
N01871,D01039,A01049,2025-07-15,Prospect liked the template library and fast export workflow.
N01872,D01040,A00655,2026-03-13,Team liked the ease of onboarding and quick time to value.
N01873,D01041,A01781,2025-12-02,Team liked the ease of onboarding and quick time to value.
N01874,D01041,A01781,2025-12-01,Prospect liked the template library and fast export workflow.
N01875,D01042,A01955,2026-01-09,Prospect liked the product but said Canva has stronger template variety.
N01876,D01042,A01955,2025-12-26,Deal slowed after prospect compared collaboration features with Canva.
N01877,D01043,A00945,2025-11-15,Prospect liked the template library and fast export workflow.
N01878,D01043,A00945,2025-11-02,Customer responded well to collaboration features and ease of use.
N01879,D01044,A00555,2025-09-19,Prospect liked the product but said Figma has stronger template variety.
N01880,D01044,A00555,2025-09-01,Prospect liked the product but said Figma has stronger template variety.
N01881,D01044,A00555,2025-08-26,Prospect liked the product but said Figma has stronger template variety.
N01882,D01045,A00425,2025-05-04,Prospect liked the template library and fast export workflow.
N01883,D01045,A00425,2025-05-12,Team liked the ease of onboarding and quick time to value.
N01884,D01046,A00293,2025-09-13,Buyer saw strong value in the AI-assisted design tools.
N01885,D01047,A01209,2026-03-09,Prospect liked the template library and fast export workflow.
N01886,D01048,A00554,2025-10-31,Buyer saw strong value in the AI-assisted design tools.
N01887,D01049,A00431,2025-11-06,Customer responded well to collaboration features and ease of use.
N01888,D01050,A00604,2025-04-15,Prospect liked the template library and fast export workflow.
N01889,D01050,A00604,2025-04-24,Team liked the ease of onboarding and quick time to value.
N01890,D01051,A00317,2025-05-25,Team liked the ease of onboarding and quick time to value.
N01891,D01052,A00398,2025-03-06,Buyer mentioned pricing pressure and unclear ROI during evaluation.
N01892,D01052,A00398,2025-03-12,Buyer mentioned pricing pressure and unclear ROI during evaluation.
N01893,D01052,A00398,2025-03-01,Prospect said onboarding seemed harder than expected for their team.
N01894,D01053,A01348,2025-07-08,Team liked the ease of onboarding and quick time to value.
N01895,D01053,A01348,2025-06-30,Team liked the ease of onboarding and quick time to value.
N01896,D01053,A01348,2025-07-05,Customer responded well to collaboration features and ease of use.
N01897,D01054,A01589,2025-07-27,Deal slowed after prospect compared collaboration features with Canva.
N01898,D01054,A01589,2025-08-08,Customer raised concerns that Canva is already adopted by the team.
N01899,D01054,A01589,2025-07-28,Prospect liked the product but said Canva has stronger template variety.
N01900,D01055,A00596,2025-08-28,Customer responded well to collaboration features and ease of use.
N01901,D01055,A00596,2025-08-25,Buyer saw strong value in the AI-assisted design tools.
N01902,D01055,A00596,2025-08-26,Prospect liked the template library and fast export workflow.
N01903,D01056,A00546,2026-02-24,Buyer saw strong value in the AI-assisted design tools.
N01904,D01056,A00546,2026-02-17,Team liked the ease of onboarding and quick time to value.
N01905,D01057,A00076,2025-06-28,Prospect said onboarding seemed harder than expected for their team.
N01906,D01057,A00076,2025-06-28,Prospect said onboarding seemed harder than expected for their team.
N01907,D01057,A00076,2025-07-07,Prospect said onboarding seemed harder than expected for their team.
N01908,D01058,A00865,2025-12-05,Buyer saw strong value in the AI-assisted design tools.
N01909,D01058,A00865,2025-12-10,Buyer saw strong value in the AI-assisted design tools.
N01910,D01058,A00865,2025-11-26,Customer responded well to collaboration features and ease of use.
