ticket_id,account_id,created_date,ticket_type,priority,resolution_hours,csat_score,ticket_summary,account_revenue
T00936,A00656,2025-12-05,feature_request,low,13,5,Customer requested more premium templates for social campaigns.,150
T00937,A00657,2025-01-09,feature_request,medium,62,4,Customer requested more premium templates for social campaigns.,36
T00938,A00657,2025-02-01,performance_issue,low,30,2,Team reported performance issues on large collaborative projects.,36
T00939,A00658,2025-06-22,bug,medium,64,3,Bug reported in image upload flow causing failed imports.,48
T00940,A00659,2025-02-23,bug,low,1,4,Customer hit a recurring editor crash while saving a design.,36
T00941,A00660,2025-11-26,performance_issue,high,118,1,Customer experienced lag during export and preview.,300
T00942,A00660,2025-02-04,bug,low,1,5,Customer hit a recurring editor crash while saving a design.,300
T00943,A00663,2025-01-20,bug,medium,21,2,User reported export failing on large files.,24
T00944,A00664,2025-05-10,performance_issue,medium,44,3,Customer experienced lag during export and preview.,36
T00945,A00664,2025-08-12,feature_request,medium,12,3,Team requested deeper collaboration permissions.,36
T00946,A00665,2025-07-15,performance_issue,medium,75,1,User reported slow loading times in the editor.,300
T00947,A00665,2025-11-29,bug,medium,17,4,User reported export failing on large files.,300
T00948,A00666,2026-02-23,billing,medium,38,4,Customer asked about an unexpected billing charge.,36
T00949,A00666,2025-03-22,performance_issue,medium,40,3,Team reported performance issues on large collaborative projects.,36
T00950,A00666,2025-11-09,billing,medium,56,4,Customer asked about an unexpected billing charge.,36
T00951,A00668,2026-03-12,billing,medium,22,2,User reported confusion about plan renewal pricing.,12
T00952,A00668,2025-09-03,feature_request,medium,36,2,Customer requested more premium templates for social campaigns.,12
T00953,A00670,2025-08-02,bug,medium,28,2,User reported export failing on large files.,48
T00954,A00670,2025-03-06,bug,medium,15,4,User reported export failing on large files.,48
T00955,A00671,2025-08-26,performance_issue,low,41,2,Customer experienced lag during export and preview.,0
T00956,A00673,2026-02-04,performance_issue,medium,61,1,User reported slow loading times in the editor.,36
T00957,A00674,2025-11-14,feature_request,medium,48,3,Team requested deeper collaboration permissions.,0
T00958,A00674,2025-10-02,performance_issue,low,32,3,Customer experienced lag during export and preview.,0
T00959,A00675,2025-03-16,feature_request,low,6,5,Customer requested more premium templates for social campaigns.,90
T00960,A00675,2025-03-19,feature_request,medium,59,2,Customer requested more premium templates for social campaigns.,90
T00961,A00679,2025-09-23,feature_request,low,23,5,Team requested deeper collaboration permissions.,0
T00962,A00679,2025-02-10,performance_issue,high,123,2,User reported slow loading times in the editor.,0
T00963,A00681,2025-01-28,performance_issue,low,35,4,Customer experienced lag during export and preview.,180
T00964,A00681,2025-12-27,bug,high,57,2,Customer hit a recurring editor crash while saving a design.,180
T00965,A00681,2025-10-24,feature_request,low,12,5,User asked for advanced brand kit controls.,180
T00966,A00681,2025-05-19,feature_request,high,41,3,User asked for advanced brand kit controls.,180
T00967,A00684,2025-08-02,performance_issue,medium,82,1,Team reported performance issues on large collaborative projects.,36
T00968,A00685,2025-08-07,billing,low,1,5,User reported confusion about plan renewal pricing.,24
T00969,A00685,2025-05-12,performance_issue,low,39,2,Customer experienced lag during export and preview.,24
T00970,A00688,2025-08-25,bug,low,6,4,User reported export failing on large files.,450
T00971,A00688,2025-12-22,performance_issue,low,33,4,Customer experienced lag during export and preview.,450
T00972,A00688,2025-10-08,bug,low,16,4,Bug reported in image upload flow causing failed imports.,450
T00973,A00690,2025-08-15,billing,high,57,1,Customer asked about an unexpected billing charge.,0
T00974,A00693,2025-09-03,performance_issue,medium,56,2,Customer experienced lag during export and preview.,36
T00975,A00693,2025-08-11,billing,low,15,3,Customer asked about an unexpected billing charge.,36
T00976,A00693,2025-09-21,billing,medium,26,4,Billing issue raised after duplicate invoice appeared.,36
T00977,A00694,2025-10-07,performance_issue,high,109,1,Customer experienced lag during export and preview.,300
T00978,A00694,2025-02-01,performance_issue,medium,47,2,Team reported performance issues on large collaborative projects.,300
T00979,A00694,2025-07-25,performance_issue,low,13,4,Team reported performance issues on large collaborative projects.,300
T00980,A00694,2025-12-29,bug,low,24,3,Bug reported in image upload flow causing failed imports.,300
T00981,A00694,2025-03-03,billing,low,13,4,User reported confusion about plan renewal pricing.,300
T00982,A00694,2025-04-11,performance_issue,high,41,1,Customer experienced lag during export and preview.,300
T00983,A00694,2025-08-06,performance_issue,medium,37,3,User reported slow loading times in the editor.,300
T00984,A00694,2026-01-09,bug,high,66,2,Bug reported in image upload flow causing failed imports.,300
T00985,A00695,2025-09-21,bug,high,74,3,User reported export failing on large files.,0
T00986,A00696,2025-12-20,feature_request,high,49,1,Team requested deeper collaboration permissions.,36
T00987,A00696,2025-06-06,billing,medium,59,3,User reported confusion about plan renewal pricing.,36
T00988,A00697,2025-02-02,performance_issue,high,121,1,User reported slow loading times in the editor.,48
T00989,A00697,2025-09-26,billing,medium,67,4,Customer asked about an unexpected billing charge.,48
T00990,A00698,2026-01-25,feature_request,low,4,3,User asked for advanced brand kit controls.,240
T00991,A00698,2025-12-17,feature_request,medium,25,4,User asked for advanced brand kit controls.,240
T00992,A00698,2025-12-11,feature_request,medium,38,3,Team requested deeper collaboration permissions.,240
T00993,A00699,2026-02-10,performance_issue,high,74,1,User reported slow loading times in the editor.,24
T00994,A00700,2025-02-13,performance_issue,medium,41,3,Team reported performance issues on large collaborative projects.,0
T00995,A00701,2025-01-11,feature_request,medium,41,4,Team requested deeper collaboration permissions.,150
T00996,A00701,2025-08-30,performance_issue,high,87,1,User reported slow loading times in the editor.,150
T00997,A00701,2026-02-04,feature_request,low,23,5,Team requested deeper collaboration permissions.,150
T00998,A00702,2025-02-22,performance_issue,high,130,1,Customer experienced lag during export and preview.,0
T00999,A00703,2025-08-28,performance_issue,low,25,2,Team reported performance issues on large collaborative projects.,12
T01000,A00703,2025-01-29,bug,medium,21,4,Customer hit a recurring editor crash while saving a design.,12
T01001,A00703,2025-04-26,performance_issue,low,23,2,User reported slow loading times in the editor.,12
T01002,A00704,2025-10-24,billing,low,14,5,User reported confusion about plan renewal pricing.,60
T01003,A00704,2025-08-20,performance_issue,medium,80,3,Team reported performance issues on large collaborative projects.,60
T01004,A00704,2025-05-31,billing,medium,27,4,User reported confusion about plan renewal pricing.,60
T01005,A00704,2025-01-28,feature_request,medium,18,4,User asked for advanced brand kit controls.,60
T01006,A00706,2025-01-18,bug,medium,16,2,Bug reported in image upload flow causing failed imports.,36
T01007,A00706,2025-01-27,performance_issue,medium,27,1,User reported slow loading times in the editor.,36
T01008,A00708,2026-01-13,feature_request,low,16,5,User asked for advanced brand kit controls.,36
T01009,A00710,2025-04-01,feature_request,medium,11,4,Customer requested more premium templates for social campaigns.,300
T01010,A00710,2025-03-18,billing,medium,55,2,User reported confusion about plan renewal pricing.,300
T01011,A00710,2025-10-17,bug,low,22,4,Customer hit a recurring editor crash while saving a design.,300
T01012,A00712,2025-04-28,performance_issue,low,30,4,Team reported performance issues on large collaborative projects.,12
T01013,A00713,2025-03-31,feature_request,low,22,5,Customer requested more premium templates for social campaigns.,36
T01014,A00713,2025-12-12,billing,low,3,3,Customer asked about an unexpected billing charge.,36
T01015,A00716,2025-11-16,feature_request,medium,68,3,Team requested deeper collaboration permissions.,180
T01016,A00716,2025-11-28,bug,low,16,4,Customer hit a recurring editor crash while saving a design.,180
T01017,A00717,2025-12-06,performance_issue,low,46,4,Customer experienced lag during export and preview.,150
T01018,A00717,2025-06-14,performance_issue,medium,54,3,Team reported performance issues on large collaborative projects.,150
T01019,A00717,2025-05-11,performance_issue,medium,78,3,User reported slow loading times in the editor.,150
T01020,A00717,2025-07-16,bug,low,12,3,Bug reported in image upload flow causing failed imports.,150
T01021,A00717,2025-11-12,billing,low,22,5,Billing issue raised after duplicate invoice appeared.,150
T01022,A00717,2025-11-29,bug,high,57,3,User reported export failing on large files.,150
T01023,A00719,2025-02-12,billing,medium,15,3,User reported confusion about plan renewal pricing.,450
T01024,A00719,2025-06-28,billing,medium,44,2,Billing issue raised after duplicate invoice appeared.,450
T01025,A00719,2025-05-30,feature_request,medium,35,3,Customer requested more premium templates for social campaigns.,450
T01026,A00719,2025-04-07,performance_issue,high,117,1,User reported slow loading times in the editor.,450
T01027,A00719,2026-01-28,bug,medium,66,4,User reported export failing on large files.,450
T01028,A00719,2026-02-12,billing,low,15,4,User reported confusion about plan renewal pricing.,450
T01029,A00720,2026-01-30,bug,high,118,3,Bug reported in image upload flow causing failed imports.,0
T01030,A00720,2025-07-14,billing,low,20,4,Billing issue raised after duplicate invoice appeared.,0
T01031,A00721,2025-12-13,feature_request,low,4,5,User asked for advanced brand kit controls.,0
T01032,A00723,2025-06-13,feature_request,medium,8,4,User asked for advanced brand kit controls.,300
T01033,A00723,2026-02-18,feature_request,high,87,1,User asked for advanced brand kit controls.,300
T01034,A00723,2025-12-03,feature_request,medium,46,4,Customer requested more premium templates for social campaigns.,300
T01035,A00724,2025-06-02,billing,medium,54,4,Billing issue raised after duplicate invoice appeared.,60
T01036,A00724,2025-09-18,billing,medium,58,4,Customer asked about an unexpected billing charge.,60
T01037,A00724,2025-10-29,bug,high,59,2,Bug reported in image upload flow causing failed imports.,60
T01038,A00724,2025-04-19,performance_issue,high,33,2,Customer experienced lag during export and preview.,60
T01039,A00727,2025-03-29,feature_request,medium,72,3,User asked for advanced brand kit controls.,24
T01040,A00730,2025-07-02,feature_request,medium,13,4,User asked for advanced brand kit controls.,48
T01041,A00730,2025-01-14,performance_issue,medium,54,2,Team reported performance issues on large collaborative projects.,48
T01042,A00731,2025-10-13,feature_request,high,103,3,User asked for advanced brand kit controls.,0
T01043,A00732,2025-07-11,performance_issue,medium,46,1,User reported slow loading times in the editor.,90
T01044,A00732,2025-08-14,billing,medium,48,2,Billing issue raised after duplicate invoice appeared.,90
T01045,A00732,2025-02-19,bug,high,99,1,User reported export failing on large files.,90
T01046,A00732,2025-01-30,feature_request,low,3,5,Team requested deeper collaboration permissions.,90
T01047,A00734,2026-02-14,feature_request,low,17,4,Team requested deeper collaboration permissions.,0
T01048,A00736,2025-07-30,performance_issue,low,15,4,Team reported performance issues on large collaborative projects.,36
T01049,A00736,2025-11-09,feature_request,high,78,3,Team requested deeper collaboration permissions.,36
T01050,A00737,2025-06-14,bug,high,109,3,Bug reported in image upload flow causing failed imports.,36
T01051,A00737,2025-02-09,billing,low,8,3,Customer asked about an unexpected billing charge.,36
T01052,A00738,2025-07-30,billing,low,12,5,Customer asked about an unexpected billing charge.,48
T01053,A00738,2025-01-27,performance_issue,low,27,4,Team reported performance issues on large collaborative projects.,48
T01054,A00738,2025-12-22,feature_request,medium,66,4,Customer requested more premium templates for social campaigns.,48
