note_id,deal_id,account_id,note_date,note_text,category,subcategory,matched_terms,confidence
N01345,D00757,A00689,2025-06-05,Customer raised concerns that Canva is already adopted by the team.,Competitive,competitor_switch,canva,0.6
N01346,D00758,A00734,2025-04-24,Prospect liked the template library and fast export workflow.,Product,missing_templates,"library, template",0.7
N01347,D00759,A01951,2025-04-06,Team liked the ease of onboarding and quick time to value.,Operational,onboarding_confusion,"onboarding, time to value",0.7
N01348,D00760,A00092,2025-08-07,Customer responded well to collaboration features and ease of use.,Product,missing_features,feature,0.6
N01349,D00760,A00092,2025-07-28,Team liked the ease of onboarding and quick time to value.,Operational,onboarding_confusion,"onboarding, time to value",0.7
N01350,D00761,A01046,2026-02-12,Team liked the ease of onboarding and quick time to value.,Operational,onboarding_confusion,"onboarding, time to value",0.7
N01351,D00762,A00172,2025-10-04,Buyer mentioned pricing pressure and unclear ROI during evaluation.,Commercial,pricing_concerns,pricing,0.6
N01352,D00762,A00172,2025-09-16,Prospect said onboarding seemed harder than expected for their team.,Operational,onboarding_confusion,onboarding,0.6
N01353,D00762,A00172,2025-10-04,Prospect said onboarding seemed harder than expected for their team.,Operational,onboarding_confusion,onboarding,0.6
N01354,D00763,A01628,2025-07-01,Prospect liked the template library and fast export workflow.,Product,missing_templates,"library, template",0.7
N01355,D00764,A01216,2026-01-20,Team liked the ease of onboarding and quick time to value.,Operational,onboarding_confusion,"onboarding, time to value",0.7
N01356,D00764,A01216,2026-01-30,Prospect liked the template library and fast export workflow.,Product,missing_templates,"library, template",0.7
N01357,D00765,A01101,2025-08-11,Deal slowed after prospect compared collaboration features with Adobe Express.,Product,missing_features,feature,0.6
N01358,D00765,A01101,2025-09-06,Deal slowed after prospect compared collaboration features with Adobe Express.,Product,missing_features,feature,0.6
N01359,D00766,A01305,2025-04-24,Prospect liked the template library and fast export workflow.,Product,missing_templates,"library, template",0.7
N01360,D00766,A01305,2025-04-27,Team liked the ease of onboarding and quick time to value.,Operational,onboarding_confusion,"onboarding, time to value",0.7
N01361,D00767,A01388,2025-12-24,Buyer saw strong value in the AI-assisted design tools.,Uncategorized,unclear_signal,,0.25
N01362,D00767,A01388,2025-12-12,Team liked the ease of onboarding and quick time to value.,Operational,onboarding_confusion,"onboarding, time to value",0.7
N01363,D00768,A00179,2026-01-07,Team liked the ease of onboarding and quick time to value.,Operational,onboarding_confusion,"onboarding, time to value",0.7
N01364,D00768,A00179,2026-01-17,Prospect liked the template library and fast export workflow.,Product,missing_templates,"library, template",0.7
N01365,D00769,A00238,2025-07-22,Customer responded well to collaboration features and ease of use.,Product,missing_features,feature,0.6
N01366,D00769,A00238,2025-07-22,Customer responded well to collaboration features and ease of use.,Product,missing_features,feature,0.6
N01367,D00770,A01159,2026-01-13,Deal slowed after prospect compared collaboration features with Figma.,Product,missing_features,feature,0.6
N01368,D00770,A01159,2026-01-30,Deal slowed after prospect compared collaboration features with Figma.,Product,missing_features,feature,0.6
N01369,D00771,A00877,2026-02-20,Deal slowed after prospect compared collaboration features with Canva.,Product,missing_features,feature,0.6
N01370,D00772,A00902,2025-07-28,Team liked the ease of onboarding and quick time to value.,Operational,onboarding_confusion,"onboarding, time to value",0.7
N01371,D00772,A00902,2025-08-18,Team liked the ease of onboarding and quick time to value.,Operational,onboarding_confusion,"onboarding, time to value",0.7
N01372,D00772,A00902,2025-08-10,Customer responded well to collaboration features and ease of use.,Product,missing_features,feature,0.6
N01373,D00773,A00280,2025-03-07,Prospect liked the product but said Canva has stronger template variety.,Product,missing_templates,"template, variety",0.7
N01374,D00773,A00280,2025-03-19,Customer raised concerns that Canva is already adopted by the team.,Competitive,competitor_switch,canva,0.6
N01375,D00773,A00280,2025-02-25,Deal slowed after prospect compared collaboration features with Canva.,Product,missing_features,feature,0.6
N01376,D00774,A01043,2025-03-25,Customer raised concerns that Canva is already adopted by the team.,Competitive,competitor_switch,canva,0.6
N01377,D00775,A01619,2026-01-05,Prospect liked the product but said Canva has stronger template variety.,Product,missing_templates,"template, variety",0.7
N01378,D00776,A00740,2025-03-21,Prospect liked the product but said Canva has stronger template variety.,Product,missing_templates,"template, variety",0.7
N01379,D00776,A00740,2025-03-31,Customer raised concerns that Canva is already adopted by the team.,Competitive,competitor_switch,canva,0.6
N01380,D00777,A00371,2026-01-29,Buyer saw strong value in the AI-assisted design tools.,Uncategorized,unclear_signal,,0.25
N01381,D00778,A01801,2025-09-15,Customer responded well to collaboration features and ease of use.,Product,missing_features,feature,0.6
N01382,D00779,A01136,2025-10-28,Prospect said onboarding seemed harder than expected for their team.,Operational,onboarding_confusion,onboarding,0.6
N01383,D00779,A01136,2025-11-03,Prospect said onboarding seemed harder than expected for their team.,Operational,onboarding_confusion,onboarding,0.6
N01384,D00780,A01787,2025-07-27,Prospect liked the product but said Piktochart has stronger template variety.,Product,missing_templates,"template, variety",0.7
N01385,D00780,A01787,2025-07-31,Prospect liked the product but said Piktochart has stronger template variety.,Product,missing_templates,"template, variety",0.7
N01386,D00781,A01700,2025-01-20,Prospect liked the product but said Figma has stronger template variety.,Product,missing_templates,"template, variety",0.7
N01387,D00781,A01700,2025-02-14,Customer raised concerns that Figma is already adopted by the team.,Competitive,competitor_switch,figma,0.6
N01388,D00782,A00870,2025-07-01,Deal slowed after prospect compared collaboration features with Canva.,Product,missing_features,feature,0.6
N01389,D00782,A00870,2025-07-01,Customer raised concerns that Canva is already adopted by the team.,Competitive,competitor_switch,canva,0.6
N01390,D00782,A00870,2025-06-12,Customer raised concerns that Canva is already adopted by the team.,Competitive,competitor_switch,canva,0.6
N01391,D00783,A01704,2025-12-18,Deal slowed after prospect compared collaboration features with Piktochart.,Product,missing_features,feature,0.6
N01392,D00783,A01704,2026-01-11,Customer raised concerns that Piktochart is already adopted by the team.,Competitive,competitor_switch,piktochart,0.6
N01393,D00784,A01019,2025-09-11,Buyer saw strong value in the AI-assisted design tools.,Uncategorized,unclear_signal,,0.25
N01394,D00785,A00221,2025-10-03,Customer raised concerns that Canva is already adopted by the team.,Competitive,competitor_switch,canva,0.6
N01395,D00786,A00920,2025-06-13,Deal slowed after prospect compared collaboration features with Canva.,Product,missing_features,feature,0.6
N01396,D00787,A00304,2026-04-03,Customer responded well to collaboration features and ease of use.,Product,missing_features,feature,0.6
N01397,D00787,A00304,2026-03-27,Buyer saw strong value in the AI-assisted design tools.,Uncategorized,unclear_signal,,0.25
N01398,D00787,A00304,2026-03-11,Customer responded well to collaboration features and ease of use.,Product,missing_features,feature,0.6
N01399,D00788,A01727,2025-07-23,Team liked the ease of onboarding and quick time to value.,Operational,onboarding_confusion,"onboarding, time to value",0.7
N01400,D00788,A01727,2025-07-08,Team liked the ease of onboarding and quick time to value.,Operational,onboarding_confusion,"onboarding, time to value",0.7
N01401,D00789,A01349,2025-08-28,Prospect liked the template library and fast export workflow.,Product,missing_templates,"library, template",0.7
N01402,D00790,A01461,2025-06-10,Prospect liked the product but said Figma has stronger template variety.,Product,missing_templates,"template, variety",0.7
N01403,D00790,A01461,2025-07-02,Customer raised concerns that Figma is already adopted by the team.,Competitive,competitor_switch,figma,0.6
N01404,D00791,A00438,2025-06-29,Customer responded well to collaboration features and ease of use.,Product,missing_features,feature,0.6
N01405,D00791,A00438,2025-07-04,Prospect liked the template library and fast export workflow.,Product,missing_templates,"library, template",0.7
N01406,D00792,A01194,2025-12-05,Prospect said onboarding seemed harder than expected for their team.,Operational,onboarding_confusion,onboarding,0.6
N01407,D00792,A01194,2025-12-19,Prospect said onboarding seemed harder than expected for their team.,Operational,onboarding_confusion,onboarding,0.6
N01408,D00792,A01194,2025-12-16,Prospect said onboarding seemed harder than expected for their team.,Operational,onboarding_confusion,onboarding,0.6
N01409,D00793,A00375,2025-01-15,Buyer saw strong value in the AI-assisted design tools.,Uncategorized,unclear_signal,,0.25
N01410,D00793,A00375,2025-01-24,Customer responded well to collaboration features and ease of use.,Product,missing_features,feature,0.6
N01411,D00794,A01581,2025-07-25,Customer raised concerns that Adobe Express is already adopted by the team.,Competitive,competitor_switch,adobe express,0.6
N01412,D00794,A01581,2025-08-10,Deal slowed after prospect compared collaboration features with Adobe Express.,Product,missing_features,feature,0.6
N01413,D00795,A00381,2025-09-28,Customer responded well to collaboration features and ease of use.,Product,missing_features,feature,0.6
N01414,D00796,A00986,2026-03-05,Deal slowed after prospect compared collaboration features with Piktochart.,Product,missing_features,feature,0.6
N01415,D00797,A00014,2025-08-24,Deal slowed after prospect compared collaboration features with Adobe Express.,Product,missing_features,feature,0.6
N01416,D00798,A00743,2025-04-30,Buyer saw strong value in the AI-assisted design tools.,Uncategorized,unclear_signal,,0.25
N01417,D00799,A00669,2025-08-15,Prospect liked the template library and fast export workflow.,Product,missing_templates,"library, template",0.7
N01418,D00800,A00500,2025-06-18,Customer responded well to collaboration features and ease of use.,Product,missing_features,feature,0.6
N01419,D00800,A00500,2025-05-27,Buyer saw strong value in the AI-assisted design tools.,Uncategorized,unclear_signal,,0.25
N01420,D00801,A01670,2025-03-03,Deal slowed after prospect compared collaboration features with Canva.,Product,missing_features,feature,0.6
N01421,D00802,A01415,2025-12-13,Customer responded well to collaboration features and ease of use.,Product,missing_features,feature,0.6
N01422,D00802,A01415,2026-01-02,Prospect liked the template library and fast export workflow.,Product,missing_templates,"library, template",0.7
N01423,D00803,A01573,2025-12-11,Customer responded well to collaboration features and ease of use.,Product,missing_features,feature,0.6
N01424,D00804,A00565,2025-11-30,Team liked the ease of onboarding and quick time to value.,Operational,onboarding_confusion,"onboarding, time to value",0.7
